"","fam_log","family_members_no","age","marital_status","house_damage","abroad","district","pa_name_self","start_reconstruct","consult_knowledge","pa_name","visit_office","self_visit"
"253",1.38629436111989,4,22,1,2,0,"Kathmandu",NA,0,0,NA,0,NA
"254",1.94591014905531,7,33,1,1,1,"Nuwakot",0,1,0,0,0,NA
"255",1.79175946922805,6,69,1,1,1,"Lalitpur",0,0,0,0,0,NA
"256",1.6094379124341,5,35,1,1,0,"Nuwakot",0,1,1,0,0,NA
"257",2.07944154167984,8,45,1,2,1,"Makawanpur",0,1,1,0,0,NA
"258",1.09861228866811,3,32,1,1,1,"Dolakha",1,1,1,2,1,1
"259",1.09861228866811,3,34,1,1,0,"Kathmandu",NA,0,0,NA,0,NA
"260",1.79175946922805,6,59,1,1,0,"Kavrepalanchok",1,1,0,2,0,NA
"261",1.6094379124341,5,63,0,2,0,"Kavrepalanchok",1,0,1,2,0,NA
"262",1.79175946922805,6,70,1,0,0,"Lalitpur",0,1,0,0,0,NA
"263",0,1,80,0,2,0,"Sindhupalchowk",1,0,0,2,0,NA
"264",1.09861228866811,3,43,0,1,0,"Bhaktapur",0,0,0,1,0,NA
"265",1.6094379124341,5,55,0,2,1,"Makawanpur",1,0,1,2,NA,NA
